Glaucophyta,664970,""
Bacteria,844192,""
Chordata,125642,""
Coleoptera,865243,""
Archaea,996421,""
Porifera,67819,""
Fungi,352914,""
Chloroplastida,361838,""
Eukaryota,304358,""
Lepidoptera,965954,""
Rhodophyta,878953,""
Malacostraca,212701,""
Arthropoda,632179,""
Ctenophora,641212,""
Cnidaria,641033,""
Mollusca,802117,""
Hymenoptera,753726,""
Metazoa,691846,""
Cunoniaceae,782239,""
Haptophyta,151014,""
Diptera,661378,"http://www.jstor.org/stable/2666712"
Cetacea,698424,""
